name,car_park_no,address,weekday_before_5,weekday_after_5,sat,sun,postal,x_coord,y_coord
"Takashimaya, Ngee Ann City",T0014,"391 Orchard Road, S(238872)",$1.28/30min (from 12.01am-12pm & 2.01pm-5pm) $1.82/30min (from 12.01pm-2pm) ,"$1.82/30min (from 12.01pm-2pm & 5.01pm-7pm), $4.28/entry from (7.01pm-12midnight) ","$2.57 for 1st hr, $1.61/30min (from 12.01am-12pm & 2.01pm-5pm), $3.64 for 1st hr, $2.14/30min (from 12.01pm-2pm & 5.01pm-7pm), $4.28/entry from (7.01pm-12midnight) ","$2.57 for 1st hr, $1.61/30min (from 12.01am-12pm & 2.01pm-5pm), $3.64 for 1st hr, $2.14/30min (from 12.01pm-2pm & 5.01pm-7pm), $4.28/entry from (7.01pm-12midnight) ",238872,28184.92722,31634.90163
Tampines Plaza,T0014,"5 Tampines Central 1, S(529541)",$1.00/30min from 7am to 5pm ,$2.50/entry from 5pm to 7am the following day ,Charges same as weekdays ,$2.50/entry from 7am to 7am the following day ,529541,40171.6195,37252.05279
Tan Boon Liat Building,T0014,"315 Outram Road, S(169074)","$1.28/hr from 7am to 7pm for cars, $2.57/hr from 7am to 7pm for commercial vehicles ","$1.28/hr from 7am to 7pm for cars, $2.57/hr from 7am to 7pm for commercial vehicles ",Charges same as weekdays ,Charges same as weekdays ,169074,28075.62005,29968.83624
Tan Chong Industrial Park,T0014,"798 Upper Bukit Timah Road, S(678138)",$2.14/hr from 7am to 5pm ,"$2.14/hr from 5pm to 12am, $4.28/hr from 12am to 7am the following day ",Charges same as Weekdays ,Charges same as Weekdays ,678138,20276.40512,39498.853
Tanjong Pagar Complex,T0014,"7 Keppel Road, S(089053)","$1.29 for 1st 30min, $0.43 for every 10min thereafter from 7am to7pm ",$2.14/entry from 7pm to 7am the following day ,"$1.29 for 1st 30min, $0.43 for every 10min thereafter from 7am to 1pm, $2.14/entry from 1pm to 7am the following day ",$2.14/entry from 7am to 7am the following day ,89053,29010.89881,28219.14399
Tat Ann Building,T0014,"40 Jalan Pemimpin, S(577185)",$0.70/30min from 7am to 6pm ,$3.00/entry from 6pm to 7am the following day ,"$1.00/30min from 7am to 6pm, $3.00/entry from 6pm to 7am the following day ",$3.00/entry from 7am to 7am the following day ,577185,28993.59312,36753.56534
Techlink,T0014,"31 Kaki Bukit Road 3, S(417818)","$2.14 for 1st hr, $1.60 for next subsequent 30min from 12am to 5.59pm ",$2.14/entry from 5pm to 11.59pm ,"$2.14 for 1st hr, $1.60 for next subsequent 30min from 12am to 5.59pm, $2.14/entry from 5pm to 11.59pm ","$2.14 for 1st hr, $1.60 for next subsequent 30min from 12am to 5.59pm, $2.14/entry from 5pm to 11.59pm ",417818,36048.54929,35310.29071
Technolink Centre,T0014,"430 Chai Chee Road, S(469000)",$1.00/30min from 8am to 5pm ,$1.50/entry from 5pm to 8am the following day ,Charges same as weekdays ,$1.50/entry ,469000,37880.81591,33988.37642
Techplace 1,T0014,"4008 Ang Mo Kio Avenue 10, S(569625)","$0.92 for 1st hr, $1.12 for next subsequent hr from 8am to 5pm ",$1.74/entry from 5pm to 8am the following day ,Charges same as weekdays ,Closed ,569625,30567.3348,37994.40311
Techpoint,T0014,"10 Ang Mo Kio Street 65, S(569059)","$2.14 for 1st hr, $1.60 for next subsequent 30min from 8am to 5pm ","$2.14 for 1st hr, $1.60 for next subsequent 30min from 5pm to 8am the following day ",Charges same as weekdays ,Charges same as weekdays ,569059,29775.98179,41253.338
Techview,T0014,"1 Kaki Bukit View, S(415941)","$2.14 for 1st hr, $1.60 for next subsequent 30min from 8am to 10pm ","$2.14 for 1st hr, $1.60 for next subsequent 30min from 8am to 10pm ",Charges same as weekdays ,Charges same as weekdays ,415941,36485.38365,35398.70401
TelePark,T0014,"5 Tampines Central 6, S(529482)",$1.00/30min from 7am to 10pm ,$1.00/30min from 10.01pm to 6.59am the following day ,Charges same as weekdays ,Charges same as weekdays ,529482,40108.0851,37290.1323
Teletech Park (Basement Car Park),T0014,"20 Science Park Road, S(117674)",$1.20/hr from 8am to 8pm ,$1.20/hr from 8am to 8pm ,Closed ,Closed ,117674,22279.26291,29889.08422
The Adelphi,T0014,"1 Coleman Street, S(179803)","$2.40 for 1st hr, $1.20 for next subsequent 30min from 6am to 5pm ",$3.21/entry from 5pm to 1am the following day ,Charges same as weekdays ,$3.21/entry from 6am to 1am the following day ,179803,29972.71845,30395.08921
The Alexcier,T0014,"237 Alexandra Road, S(159929)",$2.00/hr from 10.01pm to 6pm the following day ,$3.00/entry from 6.01pm to 10pm ,"$1.50/hr from 10.01pm to 6pm the following day, $3.00/entry from 6.01pm to 10pm ","$1.00/hr from 10.01pm to 6pm the following day, $3.00/entry from 6.01pm to 10pm ",159929,25830.26429,30387.4473
The Aries,T0014,"51 Science Park Road, S(117586)","$1.60 for 1st hr, $1.07 for next subsequent 30min from 7.30am to 7.30pm ",Free parking from 7.30pm to 7.30am the following day ,Closed ,Closed ,117586,22398.80083,29953.05839
The Atrium @ Orchard,T0014,"60 Orchard Road, S(238889)","$1.60 for 1st hr, $0.50 for next subsequent 15min from 12midnight to 5.59pm from Mon to Thur, $2.57 for 1st 2hr, $0.50 for next subsequent 15min from 12midnight to 5.59pm on Fri an ","$3.00/entry from 6pm to 11.59pm from Mon to Thurs, $2.57/entry from 6pm to 2.59am the following day on Fri and Eve of PH ","$3.00 for 1st 2hr, $0.50 for next subsequent 15min from 3am to 5.59pm, $2.57/entry from 6pm to 2.59am the following day ","$3.00 for 1st 2hr, $0.50 for next subsequent 15min from 3am to 5.59pm, $2.57/entry from 6pm to 11.59pm ",238889,29357.46632,31306.83661
The Capricorn,T0014,"1 Science Park Road, S(117528)","$1.60 for 1st hr, $1.07 for next subsequent 30min from 7.30am to 7.30pm ",Free parking from 7.30pm to 7.30am the following day  ,Free parking ,Free parking ,117528,21902.44207,30198.51897
The Concourse,T0014,"298 Beach Road, S(199554)","$3.21 for 1st hr, $1.605 for next subsequent 30min from 7am to 5pm ",$4.28/entry from 5pm to 7am the following day ,"$3.20 for 1st hr, $1.50 for next subsequent 30min from 7am to 12pm, $4.28/entry from 12pm to 7am the following day ",$4/entry after 5pm. ,199554,31177.02601,31402.44379
"The Galen, Singapore Science Park II",T0014,"61 Science Park Road, S(117525)","$1.60 for 1st hr, $1.07 for next subsequent 30min from 7.30am to 7.30pm ",Free parking from 7.30pm to 7.30am the following day ,Free Parking ,Free Parking ,117525,22520.97461,29885.99377
The Gemini,T0014,"41 Science Park Road, S(117610)","$1.60 for 1st hr, $1.07 for next subsequent 30min from 7.30am to 7.30pm ","$1.60 for 1st hr, $1.07 for next subsequent 30min from 7.30am to 7.30pm ",Closed ,Closed ,117610,22384.99425,30123.03062
The Grandstand,T0014,"720 Dunearn Road, S(789631)",Free Parking ,Free Parking ,Free Parking ,Free Parking ,789631,28222.23181,41033.14535
The Herencia,T0014,"46 Kim Yam Road, S(239351)","$3.00 for 1st hr, $1.50 for next subsequent 30min from 7am to 5pm ","$3.00 for 1st hr, $1.50 for next subsequent 30min from 5pm to 7am the following day ",Charges same as weekdays ,Charges same as weekdays ,239351,28672.58669,30521.36433
The Metropolis,T0014,"9 North Buona Vista Drive, S(138588)","$2.68 for 1st hr, $1.34 for next subsequent 30min or part thereof ","$2.68/entry from 6pm to 12am, $2.68/entry from 12am to 6am the following day ","$1.07/hr from 6am to 6pm, $2.68/entry from 6pm to 12am, $2.68/entry from 12am to 6am the following day ","$1.07/hr from 6am to 6pm, $2.68/entry from 6pm to 12am, $2.68/entry from 12am to 6am the following day ",138588,23325.03016,32070.44178
The Octagon,T0014,"105 Cecil Street, S(069534)",Private Car Park ,Private Car Park ,Private Car Park ,Private Car Park ,69534,29766.9997,29222.21099
The Pinnacle @ Duxton,T0014,"1 Cantonment Road, S(080001)",$1.40/30min from 7am to 5pm ,$0.60/30min from 5pm to 10.30pm ,Charges same as weekdays ,$0.60/30min from 7am to 10.30pm ,80001,28899.22851,28663.71581
The Signature (Changi Business Park),T0014,"51 Changi Business Park Central 2, S(486066)","$2.00 for 1st hr, $1.50 for next subsequent 30min from 7am to 10pm ",$2.00/entry from 10.01pm to 6.59pm ,Charges same as weekdays ,$2.00/entry from 7am to 6.59am the following day ,486066,42667.9905,35216.53061
The Singapore Mint,T0014,"20 Teban Gardens Crescent, S(608928)",Free Parking ,Free Parking ,Free Parking ,Free Parking ,608928,17578.28703,34199.51555
The Sports Stage,T0014,"200 Pandan Gardens, S(609336)","$1.40 for 1st hr, $0.60 for next subsequent 30min from 7am to 7pm ","$1.40 for 1st hr, $0.60 for next subsequent 30min from 7pm to 7am the following day ",Charges same as weekdays ,Charges same as weekdays ,609336,18392.98099,33679.52167
The Strategy (International Business Park),T0014,"2 International Business Park, S(609930)","$2.00 for 1st hr, $1.50 for next subsequent 30min from 7am to 10pm ",$2.00/entry from 10pm to 7am ,Charges same as weekdays ,$2.00/entry from 7am to 7am the following day ,609930,18421.13941,34721.51021
The Synergy (International Business Park),T0014,"1 International Business Park, S(609917)","$2.00 for 1st hr, $1.50 for next subsequent 30min from 7am to 10pm ",$2.00/entry from 10.01pm to 7am ,Charges same as weekdays ,$2.00/entry from 7am to 7am the following day ,609917,18584.3311,34575.7079
The URA Centre (Basement Car Park),T0014,"45 Maxwell Road, S(069118)",$1.40/30min from 7am to 5pm ,$1.40/30min from 5pm to 10pm ,$1.40/30min from 7am to 10pm ,Closed ,69118,29323.34973,29111.80249
The URA Centre East Wing,T0014,"45 Maxwell Road, S(069118)",$1.40/30min from 6am to 6pm ,$0.70/30min from 6pm to 6am the following day ,Charges same as weekdays ,$0.70/30min from 6am to 6am the following day ,69118,29323.34973,29111.80249
Thye Hong Centre,T0014,2 Leng Kee Road S(159086),"$2.00/30min or part thereof from 7.30am to 11am, $1.20/hr or part thereof from 11am to 6pm ",$2.00/entry from 6pm to 11am the following day ,"$2.00/30min or part thereof from 7.30am to 11am, $1.20/hr or part thereof from 11am to 1pm, $2.00/entry after 1pm ",$2.00/entry from 7.30am to 7.30am the following day ,159086,25951.56078,30376.60431
Tong Eng Building,T0014,"101 Cecil Street, S(069533)",$2.50/30min from 7am to 5pm ,$2.50/entry ,"$2.50/30min from 7am to 4pm, Car Park closes at 4pm ",Closed ,69533,29788.89671,29268.2636
Tong Lee Building,T0014,"35 Kallang Pudding Road, S(349314)","$1.40 for 1st hr, $0.70 for next subsequent 30min ",$2.00/entry ,Charges same as weekdays ,Closed ,349314,33000.71785,34690.67155
Toy Factory Productions,T0014,"15A Smith Street, S(058929)",HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,58929,29235.34974,29383.72712
TradeHub 21,T0014,"8 Boon Lay Way, S(609964)",$1.20/hr from 7am to 7pm ,Free Parking from 7pm to 12midnight ,Free Parking ,Free Parking ,609964,19124.29936,34411.27254
TripleOne Somerset,T0014,"111 Somerset Road, S(238164)",$1.50/30min from 7am to 5.59pm ,"$2.30/entry from 6pm to 11.59pm, $0.50/15min from 12midnight to 6.59am the following day ","$2.00 for 1st hr, $0.50 for next subsequent 15min from 7am to 5.59pm, $2.30/entry from 6pm to 11.59pm, $0.50/15min from 12midnight to 6.59am the following day ","$2.00 for 1st hr, $0.50 for next subsequent 15min from 7am to 5.59pm, $2.30/entry from 6pm to 11.59pm, $0.50/15min from 12midnight to 6.59am the following day ",238164,28450.05662,31394.22425
Trivex,T0014,"8 Burn Road, S(369977)",$0.90/30min from 7am to 5pm ,$2.20/entry from 5pm o 7am the following day ,Charges same as weekdays ,$3.30/entry from 7am to 7am the following day ,369977,33806.37545,35340.007
Tuas Vista,T0014,"2 Tuas South Avenue 2, S(637601)",$0.023/min from 7am to 7pm ,$0.023/min from 7pm to 7am the following day ,Charges same as weekdays ,Charges same as weekdays ,637601,5346.108866,33486.46315
Tung Ann Association Building,T0014,"141 Cecil Street, S(069541)",Private Car Park ,Private Car Park ,Private Car Park ,Private Car Park ,69541,29679.7467,29079.17349
TUV SUD PSB,T0014,"1 Science Park Drive, S(118221)","$1.60 for 1st hr, $1.07 for every subsequent 30min from 7.30am to 7.29pm ",Free parking from 7.30pm to 7.29am the following day ,Free parking from 7.30am to 7.30am the following day ,Free parking from 7.30am to 7.30am the following day ,118221,22693.18882,30473.76085
Twenty Anson,T0014,"20 Anson Road, S(079912)",$6.42/hr or part thereof from 7am to 5.59pm ,$4.28/entry from 6pm to 6.59am the following day ,"$6.42/hr or part thereof from 7am to 12.59pm, $4.28/entry from 1pm to 6.59am the following day ",$4.28/entry from 7am to 6.59am the following day ,79912,29369.86657,28646.69309
Tye Soon Building,T0014,"3C Toh Guan Road East, S(608832)","$1.28 for 1st hr, $0.64 for next subsequent 30min from 7am to 7am the following day ","$1.28 for 1st hr, $0.64 for next subsequent 30min from 7am to 7am the following day ",Charges same as weekdays ,Charges same as weekdays ,608832,18666.51654,35716.77021
UE Square,T0014,"81 Clemenceau Avenue, S(239917)","$2.00 for 1st hr, $1.00 for next subsequent 1hr from 8am to 5pm ",$3.00/entry from 5pm to 8am the following day ,"$2.00 for 1st hr, $1.00 for next subsequent 1hr from 8am to 1pm, $3.00/entry from 1pm to 7.59am the following day ",$3/entry from 8am to 8am the following day ,239917,29028.60431,30517.02021
UIC Building,T0014,"5 Shenton Way, S(068808)",Carpark not in use ,Carpark not in use ,Carpark not in use ,Carpark not in use ,68808,29791.79896,28882.06695
United House,T0014,"20 Kramat Lane, S(228773)",Private Car Park ,Private Car Park ,Private Car Park ,Private Car Park ,228773,29017.58002,31490.52008
UOB Plaza,T0014,"80 Raffles Place, S(048624)",$3.00/30min from 7am to 6pm ,"$4.00/entry from 6pm to 12midnight, $4.00/entry from 12midnight to 7am the following day  ","$4.00/entry from 7am to 12midnight, $4.00/entry from 12midnight to 7am the following day  ","$4.00/entry from 7am to 12midnight, $4.00/entry from 12midnight to 7am the following day  ",48624,29893.5394,29766.66642
UOL Building,T0014,"96 Somerset Road, S(238163)",*Not for public ,* ,* ,* ,238163,28513.61088,31475.9659
Vantage Automotive Centre,T0014,"305 Alexandra Road, S(159942)",$1.30/30min from 8am to 5pm ,$1.30/30min from 5pm to 8am the following day ,Charges same as weekdays ,Charges same as weekdays ,159942,25103.26985,30203.81683
Velocity @ Novena Square,T0014,"238 Thomson Road, S(307683)","$2.00 for 1st hr, $0.50 for next subsequent 15min from 6am to 6pm ",$2.50/entry from 6pm to 6am the following day ,"$2.50 for 1st 3hr, $0.50 for next subsequent 15min from 6am to 6pm, $2.50/entry from 6pm to 6am the following day ","$2.50 for 1st 3hr, $0.50 for next subsequent 15min from 6am to 6pm, $2.50/entry from 6pm to 6am the following day ",307683,29150.53779,33607.74511
Vertex,T0014,"33 Ubi Ave 3, S(408868)",$0.80/30min from 7am to 5pm ,$2.65/entry from 5pm to 7am the following day ,"$0.80/30min from 7am to 5pm, $2.65/entry from 5pm to 7am the following day ",$3.30/entry from 7am to 7am the following day ,408868,34765.19901,35014.19431
WCEGA Plaza & Tower,T0014,"1 Bukit Batok Crescent, S(658064)","$1.10/hr from 6am to 12midnight, capped at $15.00 ",No overnight parking for visitors from 12midnight to 6am the following day ,Charges same as weekdays ,Charges same as weekdays ,658064,19747.85149,35677.42374
Wellington Building,T0014,"20 Bideford Road, S(229921)",*Not for Public ,* ,* ,* ,229921,28375.25448,31731.79175
West Park BizCentral,T0014,"24 Pioneer Crescent, S(628557)",$0.60/30min from 7am to 5pm ,$0.60/30min from 5pm to 7am the following day ,$0.60/30min from 7am to 7am ,$0.60/30min from 7am to 7am ,628557,12530.87492,32904.93842
Westinton Building,T0014,"6 Ang Mo Kio Industrial Park 2, S(568012)","$2.10 for 1st hr, $1.05 for next subsequent 30min from 8am to 5pm ",$3.00/entry from 5pm to 8am the following day ,Charges same as weekdays ,$3.00/entry from 8am to 8am the following day ,568012,27903.83111,39436.54714
Wilkie Edge,T0014,"8 Wilkie Road, S(228095)",$1.50/30min from 7am to 5.59pm ,"$1.00/30min from 6pm to 10.59pm, $4.10/entry from 11pm to 6.59am the following day ","$1.50/30min from 7am to 12.59pm, $4.10/entry from 1.00pm to 6.59am the following day ",$4.10/entry from 7am to 6.59am the following day ,228095,29786.03088,31603.57669
Winsland House 1,T0014,"3 Killiney Road, S(239519)","$2.50 for 1st hr, $1.20 for next subsequent 30min from 7am to 7pm  ","$3.50/entry from 7pm to 11pm, $3.50/entry from 11pm to 7am the following day  ",Charges same as weekdays ,$4.50/entry from 7.00am to 11pm $3.50/entry from 11pm to 7am the following day ,239519,28756.11028,31320.83758
Winsland House 2,T0014,"163 Penang Road, S(238463)","$2.50 for 1st hr, $1.20 for next subsequent 30min from 7am to 7pm ","$3.50/entry from 7pm to 11pm, $3.50/entry from 11pm to 7am the following day ",Charges same as weekdays ,$4.50/entry from 7.00am to 11pm $3.50/entry from 11pm to 7am the following day ,238463,28857.00797,31318.41932
Woodlands Civic Centre,T0014,"900 South Woodlands Drive, S(730900)",$0.60/30min from 7am to 10.30pm ,$5.00/entry from 10.30pm to 7am the following day ,Charges same as weekdays ,Charges same as weekdays ,730900,22845.92476,46306.87999
Woodlands East Industrial Estate,T0014,"20 Woodlands Link, S(738733)",HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,738733,25500.56819,48050.09008
Woodlands Spectrum,T0014,"2 Woodlands Sector 1, S(738068)",$0.60/30min from 7am to 10pm ,$2.00/entry from 10.01pm to 6.59am the following day ,Charges same as weekdays ,$2.00/entry from 7am to 6.59am the following day ,738068,25354.43724,48484.9483
Young Men's Christian Association Of Singapore (YMCA),T0014,"1 Orchard Road, S(238824)",$1.00/30min from 7am to 6pm ,$5.00/entry from 6.01pm to 6.59am the following day ,Charges same as weekdays ,$5.00/entry from 12.01am to 6.59am the following day ,238824,29645.57442,31108.6855
